id,address,categories,primaryCategories,city,country,keys,latitude,longitude,menuPageURL,menus.amountMax,menus.amountMin,menus.description,menus.name,name,postalCode,priceRangeMin,priceRangeMax,province,Median_Price
AVwdbYP0_7pvs4fz5yhd,1101 S 119th St,"Restaurant,Pizza Place",Accommodation & Food Services,Omaha,US,us/ne/omaha/1101s119thst/-1336061611,41.248259,-96.098751,,9.6,9.6,Tomato sauce with mozzarella or romano cheese,Pizza,Big Freds Pizza Garden,68144,0,25,NE,9.6
AVwdA9pSByjofQCxknH7,132 W Saint Charles Rd,"Restaurant,Pizza Place",Accommodation & Food Services,Lombard,US,us/il/lombard/132wsaintcharlesrd/-1734857831,41.886751,-88.021187,,11.0,11.0,,Bricks Pizza,Bricks Wood Fired Pizza,60148,25,40,IL,9.5
AVwcqduYByjofQCxgzsw,17040 Ventura Blvd,Pizza Place,Accommodation & Food Services,Encino,US,us/ca/encino/17040venturablvd/-978412829,34.159914,-118.504732,,25.95,25.95,,Eggplant Parmesan Pizza..,Mulberry Street Pizzeria Encino,91316,0,25,CA,25.95
AVzA1xIS-gnIPe8DSc7o,712 Walt Whitman Rd,"Italian Restaurant,Pizza Place",Accommodation & Food Services,Melville,US,us/ny/melville/712waltwhitmanrd/2085402861,40.804446,-73.409936,,9.95,9.95,,Brick Oven Bar Pizza,Victors Pizza Pasta House,11747,0,25,NY,13.95
AVwcxamf_7pvs4fzyzX9,217 Bridge St,Pizza Place,Accommodation & Food Services,Phoenixville,US,us/pa/phoenixville/217bridgest/1153528600,40.134042,-75.517065,,6.5,6.5,,Pizza Steak,Express Pizza,19460,0,25,PA,8.245000000000001
AVwej3JGIN2L1WUf6F54,3337 Sutherland Ave,Pizza Place,Accommodation & Food Services,Knoxville,US,us/tn/knoxville/3337sutherlandave/-993920115,35.949725,-83.97356,,8.0,8.0,,Large Cheese Pizza,Davincis Pizzeria,37919,0,25,TN,8.0
AV0aPwbL3D1zeR_xETcQ,914 E Liberty St Ste B-23,"Pizza Place,Restaurants",Accommodation & Food Services,York,US,us/sc/york/914elibertyststeb-23/572757474,34.984795,-81.228594,,21.0,21.0,,Medium Pizza Offers,Papa Johns Pizza,29745,0,25,SC,20.994999999999997
AWE7VyFiRxPSIh2Rsgfv,5328 Main St (Rt 53),Pizza Place,Accommodation & Food Services,Lisle,US,us/il/lisle/5328mainst(rt53)/1594835686,41.788279,-88.074833,,26.89,26.89,,Garbage Pizza,Passeros Pizza,60532,0,25,IL,18.39
AVwd0vxUIN2L1WUfzisI,4301 Alderwood Mall Blvd,"Italian Restaurant,Pizza Place",Accommodation & Food Services,Lynnwood,US,us/wa/lynnwood/4301alderwoodmallblvd/44479783,47.817693,-122.291033,,14.99,14.99,,Pizza Con Formaggio,Buca di Beppo Italian Restaurant,98036,25,40,WA,14.99
AVwdSa8GkufWRAb54UP1,351 N 3rd St,Pizza Place,Accommodation & Food Services,Oxford,US,us/pa/oxford/351n3rdst/-47278504,39.79387,-75.976115,,9.0,9.0,,Pizza Pasquale,Pats Pizza,19363,0,25,PA,11.25
AVzRTzaALD2H7whiWdKg,11645 Wilshire Blvd,Pizza Place,Accommodation & Food Services,Los Angeles,US,us/ca/losangeles/11645wilshireblvd/300360269,34.050172,-118.460029,,5.75,5.75,,Margarita Pizza,Tony Maronis Famous Gourmet Pizza,90025,0,25,CA,5.75
AVwdNadt_7pvs4fz3bcr,311 N Broad St,"Italian Restaurant,Pizza Place",Accommodation & Food Services,Middletown,US,us/de/middletown/311nbroadst/-47278504,39.452627,-75.717276,,18.0,18.0,,Shrimp Pizza,Pats Pizza,19709,0,25,DE,18.0
AVwdAdPTkufWRAb51VHA,302 Toyon Ave,"Pizza,Restaurant,Pizza Place",Accommodation & Food Services,San Jose,US,us/ca/sanjose/302toyonave/317623150,37.381417,-121.825994,http://www.singlepage.com/pizza-maria-2,14.0,14.0,,Pizza Maria,Pizza Maria,95127,0,25,CA,14.0
AVwco5WHIN2L1WUfnPai,6458 Tryon Rd,"Restaurant,Pizza Place",Accommodation & Food Services,Cary,US,us/nc/cary/6458tryonrd/288009900,35.745533,-78.76221,,8.5,8.5,,Cheese Small Pizza 3 Toppings or More,The Original NY Pizza,27518,0,25,NC,11.5
AVwcrGWKIN2L1WUfnn8V,1912 W Brandon Blvd,"Pizza,Karaoke,Pizza Place,Restaurants",Accommodation & Food Services,Brandon,US,us/fl/brandon/1912wbrandonblvd/981689291,27.938068,-82.315844,,19.95,16.95,,White Pizza,Anthonys Coal Fired Pizza,33511,0,25,FL,19.95
AVwc8n4qIN2L1WUfqoVy,110 N Lbj Dr,Pizza Place,Accommodation & Food Services,San Marcos,US,us/tx/sanmarcos/110nlbjdr/-2125129355,29.882507,-97.939917,,8.29,8.29,,One Topping Pizza,Valentinos Pizza,78666,0,25,TX,9.64
AVzA0-Ob-gnIPe8DScJV,377 S Oyster Bay Rd,Pizza Place,Accommodation & Food Services,Syosset,US,us/ny/syosset/377soysterbayrd/-553067401,40.785445,-73.501596,,8.95,8.95,,Pizza Burger Deluxe,Phil Sons Pizzeria and Restaurant,11791,0,25,NY,8.95
AVwdKLHVIN2L1WUfsz3E,11653 W Broad St,"Pizza,Pizza Place,Restaurants,Ice Cream Shop",Accommodation & Food Services,Henrico,US,us/va/henrico/11653wbroadst/-1063388324,37.652274,-77.618403,,15.95,15.95,,Extreme Half & Half Pizza,Extreme Pizza,23233,0,25,VA,13.2
AWBio8mb3-Khe5l_cOV2,922 2nd Ave,"Pizza Restaurants,Pizza Place,Family Restaurants,Restaurants",Accommodation & Food Services,New York,US,us/ny/newyork/9222ndave/-300320683,40.754058,-73.968909,,11.5,11.5,,Hawaiian Pizza,La Vera Pizza,10017,0,25,NY,12.0
AWEXH8yS3-Khe5l_fQcN,656 Avenue Of The Americas,"Pizza Restaurants,Pizza Place,Restaurants",Accommodation & Food Services,New York,US,us/ny/newyork/656avenueoftheamericas/1539748500,40.741064,-73.993944,,16.0,16.0,,Large White Pizza,Grimaldi's,10010,25,40,NY,16.0
AVwcr_LIkufWRAb5x8Y3,544 Ontario St,"Pizza,Pizza Restaurants,Pizza Place,Restaurants",Accommodation & Food Services,Buffalo,US,us/ny/buffalo/544ontariost/275592494,42.958246,-78.896041,,6.95,6.95,,Pizza Sub,Pat's Pizzeria,14207,0,25,NY,11.95
AVwcokjo_7pvs4fzxSg7,5101 York Blvd,"Pizza,Italian Restaurant,Restaurant,Pizza Restaurants,Pizza Place and Italian Restaurant,Pizza Place,Restaurants",Accommodation & Food Services,Los Angeles,US,us/ca/losangeles/5101yorkblvd/794644772,34.121169,-118.204592,http://www.singlepage.com/italianos-pizza-3,4.5,4.5,,Pizza Sandwich,Italiano's Pizza,90042,0,25,CA,4.5
AWEXNFMz3-Khe5l_fS4N,7751 1/2 Melrose Ave,"Pizza Restaurants,Pizza Place",Accommodation & Food Services,Los Angeles,US,us/ca/losangeles/77511/2melroseave/1808325954,34.083887,-118.358655,,0.75,0.75,,Pizza Split Charge,Tomato Pie,90046,0,25,CA,0.75
AVzA36KxFcQ3k02bBYvg,302 Main St,"Pizza,Italian Restaurant,Pizza Restaurants,Italian restaurants,Pizza Place,Restaurants",Accommodation & Food Services,Farmingdale,US,us/ny/farmingdale/302mainst/1904398888,40.732558,-73.446004,,13.95,13.95,,Grilled Chicken Caesar Pizza,Cascarino's,11735,25,40,NY,12.45
AWEhaku2a4HuVbedNDMd,29-24 30th Ave,"Pizza,Italian,Mexican,Pizza Place",Accommodation & Food Services,Astoria,US,us/ny/astoria/29-2430thave/778683388,40.767368,-73.922714,http://www.menupages.com/restaurants/salerno-pizza/menu,13.0,13.0,,Cheese Pizza,Salerno Pizza,11102,0,25,NY,18.0
AVzA2hNV-gnIPe8DSdd5,51 Spring St,"Pizza,Italian Restaurant,Restaurant,Italian,Pizza Place",Accommodation & Food Services,New York,US,us/ny/newyork/51springst/-1685158718,40.722028,-73.996423,http://www.menupages.com/restaurants/pomodoro-ristorante/menu,19.5,19.5,,Baked Ziti Pizza,Pomodoro Ristorante,10012,25,40,NY,19.5
AVwc7f7cIN2L1WUfqcTA,1827 2nd Ave,"Pizza,Wings,Pizza Place,Locks & Locksmiths",Accommodation & Food Services,New York,US,us/ny/newyork/18272ndave/-1830416301,40.783414,-73.948014,http://www.menupages.com/restaurants/famous-original-rays-pizza-8/menu,23.0,23.0,,Chicago Style Pan Pizza Pie,Famous Original Ray's Pizza,10128,25,40,NY,18.625
AVweJ4s1ByjofQCxvwGM,323 7th Ave,"Pizza,Italian Restaurant,Restaurant,Italian,Pizza Place",Accommodation & Food Services,Brooklyn,US,us/ny/brooklyn/3237thave/-452260512,40.667034,-73.981452,http://www.menupages.com/restaurants/smiling-pizzeria/menu,26.0,26.0,Pepperoni sausage meatball green peppers onion mushrooms and anchovies,Special Pizza,Smiling Pizza Restaurant,11215,0,25,NY,21.0
AWE7VpQ-RxPSIh2RsgeX,103-20 Liberty Ave,"Pizza,Pizza Place",Accommodation & Food Services,Ozone Park,US,us/ny/ozonepark/103-20libertyave/286685935,40.681724,-73.837618,http://www.menupages.com/restaurants/romeos-pizza-2/menu,13.5,13.5,,Veal Scaloppine Pizzaiola,Romeo's Pizza,11417,0,25,NY,16.75
AVzA3dA9-gnIPe8DSd4P,7404 37th Ave,"Pizza,Restaurant,Pizza Place",Accommodation & Food Services,Jackson Heights,US,us/ny/jacksonheights/740437thave/-66718652,40.748964,-73.891715,http://www.menupages.com/restaurants/pizza-boy/menu,6.0,6.0,,Cheese Baby Pizza,Pizza Boy,11372,0,25,NY,8.5
AVzA1QKR-gnIPe8DSccN,139 E 57th St,"Pizza,Restaurant,Italian,Pizza Place",Accommodation & Food Services,New York,US,us/ny/newyork/139e57thst/-1432784085,40.760937,-73.969096,http://www.menupages.com/restaurants/belmora/menu,28.0,28.0,,"Diet Vegetable Pizza 18""",Belmora Pizza & Restaurant,10022,0,25,NY,24.0
AVwc0W7GkufWRAb5zWGR,7414 5th Ave,"Pizza,Italian Restaurant,Restaurant,Italian,Pizza Place",Accommodation & Food Services,Brooklyn,US,us/ny/brooklyn/74145thave/380209645,40.62987,-74.02249,http://www.menupages.com/restaurants/ginos-restaurant-pizzeria/menu,3.75,3.75,,Fresh Mozzarella Pizza Slice,Gino's Restaurant,11209,25,40,NY,3.75
AV1TsFcd3D1zeR_xFE_l,736 7th Ave,"Pizza,Restaurant,Wings,Breakfast & Brunch,Pizza Place",Accommodation & Food Services,New York,US,us/ny/newyork/7367thave/-1830416301,40.760351,-73.983873,http://www.menupages.com/restaurants/famous-original-rays-pizza-6/menu,18.5,18.5,,Pan Pizza,Famous Original Ray's Pizza,10019,0,25,NY,20.0
AVwdy_3zkufWRAb59VXd,1307 Myrtle Ave,"Pizza,Restaurant,Wings,Pizza Place",Accommodation & Food Services,Brooklyn,US,us/ny/brooklyn/1307myrtleave/1187558367,40.698128,-73.925081,http://www.menupages.com/restaurants/omg-pizzeria/menu,13.99,13.99,L Pie,14ampquot Cheese Pizza,OMG Pizza,11221,0,25,NY,11.99
AVwcv7bxIN2L1WUfodWZ,876 Lexington Ave,"Pizza,Italian Restaurant,Italian,Pizza Place",Accommodation & Food Services,New York,US,us/ny/newyork/876lexingtonave/-920111931,40.766337,-73.965289,http://www.menupages.com/restaurants/pastafina-2/menu,8.5,8.5,,Pizza Burger Deluxe,Pastafina,10065,0,25,NY,8.0
AVzA3OZq-gnIPe8DSdxw,278 Bleecker St,"Pizza,Restaurant,Italian,American,Pizza Place,Restaurants",Accommodation & Food Services,New York,US,us/ny/newyork/278bleeckerst/638909345,40.731674,-74.003381,http://www.menupages.com/restaurants/johns-of-bleecker-street/menu,20.0,20.0,,Large Pizza,John's of Bleecker Street,10014,25,40,NY,20.0
AVzA1A8fLD2H7whiWE4E,19 1st Ave,"Pizza,Italian Restaurant,Restaurant,Italian,Pizza Place",Accommodation & Food Services,New York,US,us/ny/newyork/191stave/763252628,40.723668,-73.988546,http://www.menupages.com/restaurants/lil-frankies/menu,15.95,15.95,,"Lil' F. ""Pizza Burger""",Lil' Frankie's,10003,25,40,NY,15.95
AVwcnS07_7pvs4fzxEZm,44 Water St,"Pizza,Restaurant,Pizza Place",Accommodation & Food Services,New York,US,us/ny/newyork/44waterst/-1488263260,40.703556,-74.010011,http://www.menupages.com/restaurants/da-vinci/menu,28.0,28.0,,Buffalo Chicken Pizza,Da Vinci Pizza,10004,0,25,NY,21.0
AVzA0xan3D1zeR_xA_Il,413 8th Ave,"Pizza,Restaurant,Pizza Place",Accommodation & Food Services,New York,US,us/ny/newyork/4138thave/-1237411908,40.750052,-73.995007,http://www.menupages.com/restaurants/new-york-pizza-suprema/menu,3.5,3.5,Light thin crust topped with house tomato sauce the finest grande mozzarella and Romano cheeses,Round Cheese Pizza,New York Pizza Suprema,10001,0,25,NY,25.13
AVzoEpvS3D1zeR_xCYEs,965 Lexington Ave,"Pizza,Restaurant,Pizza Place",Accommodation & Food Services,New York,US,us/ny/newyork/965lexingtonave/1192367937,40.76915,-73.962822,http://www.menupages.com/restaurants/mariella-pizza-4/menu,18.0,18.0,,Chicken Pizza,Mariella Pizza,10021,0,25,NY,14.5
AVzA2dZbFcQ3k02bBYKZ,592 3rd Ave,"Pizza,Restaurant,Italian,Pizza Place",Accommodation & Food Services,New York,US,us/ny/newyork/5923rdave/-172856863,40.748789,-73.976255,http://www.menupages.com/restaurants/royal-pizza/menu,26.0,26.0,10 slices,Bacon Sicilian Pizza,Royal Pizza,10016,0,25,NY,22.975
AVzA1sTVFcQ3k02bBXlY,1140 1st Ave,"Pizza,Restaurant,Italian,Pizza Place",Accommodation & Food Services,New York,US,us/ny/newyork/11401stave/859758230,40.761803,-73.960159,http://www.menupages.com/restaurants/sutton-pizza-gyro/menu,2.75,2.75,,Regular Pizza  Slice,Sutton Pizza and Gyro,10065,0,25,NY,14.5
AVwdo9AokufWRAb573oe,85 5th Ave,"Pizza,Restaurant,Italian,Pizza Place,Sandwiches",Accommodation & Food Services,Brooklyn,US,us/ny/brooklyn/855thave/-2067741926,40.680023,-73.978003,http://www.menupages.com/restaurants/pizzatown/menu,19.0,19.0,,Pizza Town Special,Pizzatown,11215,0,25,NY,19.0
AVwd1dc_IN2L1WUfzpBw,140 S Hope Ave,"Restaurant,Pizza Place",Accommodation & Food Services,Santa Barbara,US,us/ca/santabarbara/140shopeave/317869693,34.436726,-119.748688,,10.49,10.49,"Pepperoni, Italian sausage, ham, white onions, black olives, green peppers, mushrooms, jalapenos, mozzarella cheese, and red sauce.",Mizza Supreme Pizza,Pizza Mizza,93105,25,40,CA,9.99
AVweBjlFkufWRAb5_VFm,4218 W Overland Rd,"Pizza,Restaurant,Pizza Place,Restaurants","Accommodation & Food Services,Management of Companies & Enterprises",Boise,US,us/id/boise/4218woverlandrd/-2083557982,43.589757,-116.234494,,5.29,5.29,pizza sauceampcomma cheesesampcomma beefampcomma sausageampcomma pepperoni or any other three toppingsampcomma served open face on a french roll,Idaho Pizza Sandwich,Idaho Pizza Company,83705,0,25,ID,5.62
AVzxpPj3LD2H7whiX67s,16631 21 Mile Rd,"Restaurant,Pizza Place",Accommodation & Food Services,Macomb,US,us/mi/macomb/1663121milerd/1867010056,42.642234,-82.955978,,1.46,1.46,,Pizza By the Slice,Sorrento Pizza,48044,0,25,MI,1.46
AVwdYe0l_7pvs4fz5TPp,4241 Delaware Ave,Pizza Place,Accommodation & Food Services,Tonawanda,US,us/ny/tonawanda/4241delawareave/1288929011,42.99975262,-78.87476708,,10.29,10.29,,Chicken Rancher Pizza,John's Pizza Subs,14150,0,25,NY,11.39
AVweVSn__7pvs4fzCEJw,1150 S Gilbert Rd,"Italian Restaurant,Pizza Place,Italian Restaurant and Pizza Place",Accommodation & Food Services,Gilbert,US,us/az/gilbert/1150sgilbertrd/557258286,33.32911,-111.790677,,19.95,18.95,Ziti and Mozzarella With Marinara Sauce,Baked Ziti Pizza,Sal's Gilbert Pizza,85296,25,40,AZ,18.25
AVzA3WcQFcQ3k02bBYim,3661 Waldo Ave,"Restaurant,Pizza Place",Accommodation & Food Services,Bronx,US,us/ny/bronx/3661waldoave/1819464538,40.887121,-73.904301,,21.0,21.0,,Sicilian Combination Pizza,Goodfella's Pizza,10463,0,25,NY,17.5
AVwc1RzZ_7pvs4fzzcRx,5660 Mosholu Ave,"Restaurant,Pizza Place North Riverdale,Pizza Place",Accommodation & Food Services,Bronx,US,us/ny/bronx/5660mosholuave/-806479829,40.905048,-73.901438,,15.0,15.0,Fresh ricotta ampamp mozzarella,White Pizza,Dino's Pizzeria,10471,0,25,NY,15.75
AVzA12Xo3D1zeR_xBAQz,750 Central Park Ave,"Pizza Place,Pizza,Restaurants",Accommodation & Food Services,Yonkers,US,us/ny/yonkers/750centralparkave/806357770,40.92573,-73.85606,,15.0,15.0,,1 Topping Cheese Pizza,Pizza In The Square,10704,0,25,NY,15.0
AVwdzejQkufWRAb59ZZH,2642 W Horizon Ridge Pkwy,"Restaurant,Pizza Place",Accommodation & Food Services,Henderson,US,us/nv/henderson/2642whorizonridgepkwy/-309909426,36.001881,-115.102955,,5.95,5.95,,"1 Slice Cheese Pizza, Sm. Salad & Drink",Buon Gusto,89052,0,25,NV,6.95
AV0BH9GWFcQ3k02bDmLF,1447 State Highway 248,"Restaurant,Pizza Place",Accommodation & Food Services,Branson,US,us/mo/branson/1447statehighway248/-175469459,36.662774,-93.240597,,14.99,14.99,,Cheese Pizza!,Luigi's Pizza Kitchen,65616,0,25,MO,12.365
AVwdY_EjIN2L1WUfvUUw,14637 Memorial Dr,"Restaurant,Pizza Place,Arcade",Accommodation & Food Services,Houston,US,us/tx/houston/14637memorialdr/41161615,29.770062,-95.607981,,0.0,0.0,each additional topping,Individual Cheese Pizza,Chuck E. Cheese's,77079,0,25,TX,0.0
AVwdZl72_7pvs4fz5ffB,820 12th Ave S,"Restaurant,Pizza Place",Accommodation & Food Services,Naples,US,us/fl/naples/82012thaves/2101950284,26.13263,-81.794716,,16.95,16.95,"Fresh tomato, mozzarella and basil",Margarita Pizza,Napoli On The Bay,34102,0,25,FL,17.95
AVweYqieIN2L1WUf4c9l,13915 N Dysart Rd,"Pizza,Restaurant,Pizza Place,Restaurants,Italian Restaurants",Accommodation & Food Services,El Mirage,US,us/az/elmirage/13915ndysartrd/1366666233,33.61057,-112.341209,http://www.yellowpages.com/el-mirage-az/mip/marios-pizza-9873215/menu,14.75,14.75,,Mario's House Pizza,Mario's Pizza,85335,0,25,AZ,14.75
AVwcyZzyByjofQCxiLn0,1570 Rosecrans Ave,"Pizza,Restaurant,Italian,American,Pizza Place","Accommodation & Food Services,Management of Companies & Enterprises",Manhattan Beach,US,us/ca/manhattanbeach/1570rosecransave/685854532,33.901695,-118.385485,http://www.singlepage.com/red-sesame,17.5,17.5,,Bbq Chicken Pizza,Union Pizza Company,90266,25,40,CA,17.5
AVwcqx_gkufWRAb5xutw,9240 W Northern Ave,"Restaurant,Pizza Place",Accommodation & Food Services,Peoria,US,us/az/peoria/9240wnorthernave/328058088,33.552664,-112.258016,,12.25,12.25,,Our Flagship Pizza,Streets of New York,85345,25,40,AZ,18.375
AVwd8v1r_7pvs4fz-r5k,4606 W Diversey Ave,"Restaurant,Pizza Place Kelvin Park,Pizza Place",Accommodation & Food Services,Chicago,US,us/il/chicago/4606wdiverseyave/572757474,41.931592,-87.741939,,13.99,13.99,Pepperoni and a double portion of spicy Italian sausage Spicy,Spicy Italian Pizza,Papa John's Pizza,60639,0,25,IL,13.99
AVwcy0qKByjofQCxiQUN,90 Livingston St,"New York City,Restaurant,Pizza Place Downtown Brooklyn,Pizza Place",Accommodation & Food Services,Brooklyn,US,us/ny/brooklyn/90livingstonst/-66582059,40.691267,-73.990643,,17.0,17.0,White Ricotta Cheese Mozzarella Dash of Olive Oil and Parmesan Cheese,Bianca Pizza,Piz-zetta,11201,25,40,NY,18.0
AVwdljodkufWRAb57WJX,1201 Strassner Dr,"Restaurant,BBQ Joint,Pizza Place,Pizza Place and BBQ Joint",Accommodation & Food Services,Saint Louis,US,us/mo/saintlouis/1201strassnerdr/-1492350846,38.622946,-90.334966,,10.0,10.0,Basil and mozzarella with our tomato sauce,The Classic Pizza,Twin Oak Wood Fire Fare,63144,25,40,MO,13.0
AVzBGaGv-gnIPe8DSjvI,4200 Gosford Rd,"Restaurant,Pizza Place",Accommodation & Food Services,Bakersfield,US,us/ca/bakersfield/4200gosfordrd/330000776,35.31707,-119.09156,,9.29,9.29,Ham crisp bacon juicy pineapple tomatoes red and green onions on Polynesian sauce,Maui Zaui Pizza with Ham,Round Table Pizza,93313,0,25,CA,9.29
AVwd9DKbIN2L1WUf0rzs,2000 South Blvd,"Restaurant,Pizza Place",Accommodation & Food Services,Charlotte,US,us/nc/charlotte/2000southblvd/1734477050,35.209278,-80.860679,,13.99,13.99,Broccoliampcomma onionsampcomma diced eggplantampcomma bell peppersampcomma roasted red peppersampcomma mushrooms and spinach,The Herbivore Pizza,Zucca Pizza Tavern,28203,0,25,NC,13.99
AVzd0JAlLD2H7whiXHUK,7512 W Hillsborough Ave,"Restaurant,Pizza Place",Accommodation & Food Services,Tampa,US,us/fl/tampa/7512whillsboroughave/1270894950,27.996336,-82.563664,,7.95,7.95,Bell peppersampcomma tomatoesampcomma black olivesampcomma mushroomsampcomma onions,Vegetarian Pizza,ABC Pizza,33615,0,25,FL,6.45
AVwdVdSUByjofQCxoBWV,2503 N Harrison St,"Restaurant,Pizza Place",Accommodation & Food Services,Arlington,US,us/va/arlington/2503nharrisonst/-673460100,38.897379,-77.139212,,12.99,12.99,Extra virgin olive oilfresh herbs mozzarella fontina sweet roasted tomato black olives pancetta and fresh basil with crumbled feta cheese,Classic Mediterranean Pizza,Pie-Tanza,22207,25,40,VA,12.14
AVwdQ5_1_7pvs4fz4Ct7,1550 Wilson Blvd,"Italian Restaurant,Restaurant,Pizza Place,Italian Pizza",Accommodation & Food Services,Arlington,US,us/va/arlington/1550wilsonblvd/106672523,38.89418,-77.076237,,11.5,11.5,Topped with diced tomatoes and fresh basil 12ampquot individual size thin crust baked in a wood fire oven Includes tomato sauce and mozzarella cheese Topped ingredients are added fresh after the pizza comes out of the oven,Rossa Pizza,Piola,22209,25,40,VA,14.75
AVzBAF7uLD2H7whiWJM-,1524 Valley Dr,"Restaurant,Pizza Place",Accommodation & Food Services,Syracuse,US,us/ny/syracuse/1524valleydr/-1091736623,43.002766,-76.153465,,22.5,22.5,Mushrooms marinara sauce and mozzarella Served with a choice of spaghetti shells ziti or fries and a choice of chef salad or tomato and onion salad,Ribeye Pizzaiola Dinner,Luigi's,13207,0,25,NY,22.5
AVzA1vVjFcQ3k02bBXob,22 W Main St,"Restaurant,Pizza Place",Accommodation & Food Services,Patchogue,US,us/ny/patchogue/22wmainst/1993093080,40.765725,-73.015683,,11.99,11.99,16ampquot round pie,Neapolitan Pizza,Gino's Pizza,11772,0,25,NY,11.5
AVzBAoUH-gnIPe8DSg02,840 Nautica Dr,"Restaurant,Pizza Place",Accommodation & Food Services,Jacksonville,US,us/fl/jacksonville/840nauticadr/-590359293,30.480182,-81.638517,,6.75,6.75,,Dolce Pizza,Rennas Pizza,32218,0,25,FL,6.75
AVwcmgKi_7pvs4fzw7E3,3325 28th St,"Restaurant,Pizza Place",Accommodation & Food Services,Boulder,US,us/co/boulder/332528thst/1112396794,40.035269,-105.259768,,15.5,15.5,Creamy garlic sauce mozzarella chicken Roma tomatoes green onions and herb and cheese blend on a gluten free crust,Medium Chicken Garlic Gluten Free Crust Pizza Baking Required,Papa Murphy's,80301,0,25,CO,15.0
AVwcmZPx_7pvs4fzw5zH,12407 N Mo Pac Expy,"Restaurant,Pizza Place",Accommodation & Food Services,Austin,US,us/tx/austin/12407nmopacexpy/1112396794,30.416873,-97.704935,,10.0,10.0,Red sauce mozzarella and pepperoni Recommended on an original crust,Pepperoni Pizza Baking Required,Papa Murphy's,78758,0,25,TX,14.0
AVwc6Z2KByjofQCxjjS-,2077 Newpark Mall,"Pizza,Restaurant,Chain Restaurant,Pizza Place,Restaurants",Accommodation & Food Services,Newark,US,us/ca/newark/2077newparkmall/-909106947,37.52823,-122.000245,http://www.singlepage.com/sbarro-149,3.59,3.59,all varieties,Authentic Pan Pizza,Sbarro,94560,0,25,CA,3.59
AVzoFn2nLD2H7whiXiru,689 Parkway Plz,"Pizza,Restaurant,Italian,Chain Restaurant,Pizza Place",Accommodation & Food Services,El Cajon,US,us/ca/elcajon/689parkwayplz/-909106947,32.804533,-116.966542,,14.0,14.0,Served with hand stretched dough San Marzano style tomato sauce and whole milk mozzarella cheese,Veggie Pizza,Sbarro,92020,0,25,CA,14.0
AVzA9W0M3D1zeR_xBCHV,7002 Johnson Dr,"Restaurant,Pizza Place,Restaurants",Accommodation & Food Services,Mission,US,us/ks/mission/7002johnsondr/-15011123,39.022612,-94.666323,,4.99,4.99,Thick and chewy,Mini Original Create Your Own Pizza,Godfather's Pizza,66202,0,25,KS,7.99
AVwdPmH5IN2L1WUftvyN,1300 Pittsburgh St,"Restaurant,Pizza Place",Accommodation & Food Services,Cheswick,US,us/pa/cheswick/1300pittsburghst/-66712705,40.541076,-79.802482,,4.0,4.0,Single topping Personal Pan Pizza,Pizza Kidsampapos Meal,Pizza Hut,15024,0,25,PA,8.0
AVwdRG_UIN2L1WUfuA2p,406 Lysle Blvd,"Restaurant,Pizza Place McKeesport - White Oak,Pizza Place",Accommodation & Food Services,McKeesport,US,us/pa/mckeesport/406lysleblvd/-66712705,40.351733,-79.863189,,7.99,7.99,,Cherry Dessert Pizza,Pizza Hut,15132,0,25,PA,7.99
AVwdXipnByjofQCxoYMZ,7312 Louetta Rd,"Restaurant,Pizza Place",Accommodation & Food Services,Spring,US,us/tx/spring/7312louettard/1045531984,30.020866,-95.524098,,11.99,11.99,thinly sliced beef steak with onionsampcomma green peppersampcomma mushroomsampcomma white American and smoked provolone cheese,Steak Pizza,DoubleDave's Pizza Works,77379,0,25,TX,11.99
AVz8WD8ZLD2H7whiYQoW,2626 Research Forest Dr,"Restaurant,Pizza Place",Accommodation & Food Services,Spring,US,us/tx/spring/2626researchforestdr/1045531984,30.177428,-95.477531,,3.99,3.99,,Chocolate Chip Pizza,DoubleDave's Pizza Works,77381,0,25,TX,1.995
AVwdjL3vByjofQCxqNaP,3421 W William Cannon Dr,"Restaurant,Pizza Place",Accommodation & Food Services,Austin,US,us/tx/austin/3421wwilliamcannondr/1045531984,30.212961,-97.82944,,18.99,18.99,,Cheese Pizza,DoubleDave's Pizza Works,78745,0,25,TX,9.99
AVwd_XEnkufWRAb5_CA4,29347 Gratiot Ave,"Restaurant,Pizza Place",Accommodation & Food Services,Roseville,US,us/mi/roseville/29347gratiotave/-525763982,42.512938,-82.926937,,8.0,8.0,12ampquot 8 slices Add toppings 150,Round Pizza with Cheese,Detroit Style Pizza Co,48066,0,25,MI,8.0
AVwc9VhBIN2L1WUfqvgD,2200 E Thousand Oaks Blvd,"Restaurant,Pizza Place",Accommodation & Food Services,Thousand Oaks,US,us/ca/thousandoaks/2200ethousandoaksblvd/-220003116,34.174461,-118.844574,,14.39,14.39,6 Slices Housemade lemongarlic shrimp with caramelized onions mozzarella Parmesan and red chili topped with fresh arugula and wild Greek oregano,Catering Shrimp Scampi Pizza,California Pizza Kitchen,91362,25,40,CA,14.99
AVwd8RwnkufWRAb5-mCx,6124 Hickory Flat Hwy,"Restaurant,Pizza Place",Accommodation & Food Services,Canton,US,us/ga/canton/6124hickoryflathwy/539105163,34.176702,-84.420458,,9.99,9.99,,Bacon Cheeseburger Pizza,Johnny's Pizza,30115,0,25,GA,9.99
