id,address,categories,primaryCategories,city,country,keys,latitude,longitude,menuPageURL,menus.amountMax,menus.amountMin,menus.description,menus.name,name,postalCode,priceRangeMin,priceRangeMax,province,Median_Price
AVwdcoe4IN2L1WUfv7Am,4613 Lebanon Pike,"Italian Restaurant,Restaurant,Pizza Place,Italian Restaurant and Pizza Place",Accommodation & Food Services,Hermitage,US,us/tn/hermitage/4613lebanonpike/-1859890662,36.214765,-86.596571,,12.99,12.99,,Old School Gondola Special Pizza (Small),Gondola House,37076,25,40,TN,11.74
AV1XXGmYFcQ3k02bFpU1,1714 Main St,"Restaurant,Pizza Place",Accommodation & Food Services,Pittsburgh,US,us/pa/pittsburgh/1714mainst/-1689561644,40.494767,-79.92264,,5.99,5.99,,Cheese Pizza,Gino Brothers Pizzeria,15215,0,25,PA,5.1899999999999995
AVzA9JED3D1zeR_xBB5y,11401 NW 12th St,"Italian Restaurant,Pizza Place",Accommodation & Food Services,Miami,US,us/fl/miami/11401nw12thst/1384284859,25.78699,-80.380866,,7.99,7.99,,Half Sandwich with a Cup of Soup Or Salad and a Slice of Cheese Pizza,Rotelli,33172,25,40,FL,9.49
AVzoFeld3D1zeR_xCZPE,193 Shadeland Ave,Pizza Place,Accommodation & Food Services,Lansdowne,US,us/pa/lansdowne/193shadelandave/-1951003658,39.94001,-75.287924,,18.25,10.5,,Meatlovers Pizza,Paul Reveres,19050,0,25,PA,10.875
AVwdIaPxIN2L1WUfshJR,1112 S Virginia Dare Trl,"Pizza Place, Sandwich Place, and American Restaurant,Pizza Place,Restaurants",Accommodation & Food Services,Kill Devil Hills,US,us/nc/killdevilhills/1112svirginiadaretrl/-677076759,36.0059,-75.653,,3.95,3.95,,Pizza Bread,Dare Devil's Pizzeria,27948,0,25,NC,3.95
AVweBirkkufWRAb5_U_i,128 S Cayuga St,"Pizza,Italian restaurants,Pizza Place,Restaurants",Accommodation & Food Services,Ithaca,US,us/ny/ithaca/128scayugast/307044586,42.4389,-76.4993,,18.5,16.5,,5. Red & Green Peppers & Onions Pizza,Pizza Aroma,14850,0,25,NY,18.5
AVweiDLb_7pvs4fzD4e8,799 Montauk Hwy,"Pizza,Pizza Place,Restaurants",Accommodation & Food Services,Bayport,US,us/ny/bayport/799montaukhwy/-213999571,40.7472,-73.052,,20.95,20.95,,Paisana Pizza,Satellite Pizza,11705,0,25,NY,20.95
AVwcoqW5ByjofQCxgflc,75 Main St,"Restaurant,Pizza Place,Restaurants",Accommodation & Food Services,Quentin,US,us/pa/quentin/75mainst/1807118421,40.2803,-76.4427,,18.0,12.0,,Meatball Parm Pizza,Cc's Pizza,17083,0,25,PA,18.0
AVwdROa3ByjofQCxnU-T,253 E Broad St,"Pizza Place,Restaurants",Accommodation & Food Services,Bethlehem,US,us/pa/bethlehem/253ebroadst/-994829154,40.6223,-75.3712,,19.95,19.95,,"1 Large Two Topping 16"" Pizza, Double Order of Wings",Pomodoro's Pizza,18018,0,25,PA,11.95
AVwda7sL_7pvs4fz5tm_,4246 Main St,Pizza Place,Accommodation & Food Services,Downers Grove,US,us/il/downersgrove/4246mainst/632094434,41.809399,-88.011489,,4.93,4.93,"With mushrooms, pepperoni, onions or green peppers",Pizza Bread,Mrs Ts Pizza Pub,60515,0,25,IL,4.6850000000000005
AVweEWAKkufWRAb5_uBl,4706 William Flynn Hwy,"Bar,Pizza Place,Pizza Place and Bar",Accommodation & Food Services,Allison Park,US,us/pa/allisonpark/4706williamflynnhwy/-1709649884,40.593927,-79.947031,,32.99,32.99,,2016 Worlds Best Pan Pizza the Quack Attack,Caliente Pizza Hampton,15101,0,25,PA,32.99
AVwdopBdIN2L1WUfxwyC,1764 Merrick Ave,"Restaurant,Pizza Place,Restaurants",Accommodation & Food Services,Merrick,US,us/ny/merrick/1764merrickave/450400671,40.6751,-73.5574,http://www.citysearch.com/profile/menu/36434458?singlePlatformId=via-roma,15.95,15.95,,California Pizza,Via Roma,11566,0,25,NY,18.975
AVwdAh-b_7pvs4fz1S1w,911 Central Ave,"Pizza Place,Restaurants",Accommodation & Food Services,Albany,US,us/ny/albany/911centralave/719628750,42.6815,-73.7917,http://www.citysearch.com/profile/menu/33083807?singlePlatformId=westgate-pizza,12.99,12.99,,Bbq Chicken Pizza,Westgate Pizza,12206,0,25,NY,12.99
AVwchwUe_7pvs4fzwEkN,33 Caroline St,"Pizza,American restaurants,Karaoke,Pizza Place,Restaurants",Accommodation & Food Services,Saratoga Springs,US,us/ny/saratogasprings/33carolinest/458463405,43.082,-73.7833,,8.99,8.99,,Pizza,D'andrea Pizza,12866,0,25,NY,9.89
AVwdxzgBIN2L1WUfzIKE,224 N Sandusky Ave,"Restaurant,Pizza Place,Restaurants",Accommodation & Food Services,Bucyrus,US,us/oh/bucyrus/224nsanduskyave/-730797497,40.8102,-82.9755,http://www.citysearch.com/profile/menu/8112952?singlePlatformId=bakers-pizza-sports-shack,7.95,7.95,Provolone cheeseampcomma pepperoniampcomma pork sausageampcomma italian sausageampcomma hamampcomma green olivesampcomma black olivesampcomma banana peppersampcomma green peppersampcomma onionsampcomma mushroomsampcomma extra cheeseampcomma and oregano,Deluxe Pizza,Baker's Pizza Sports Shack,44820,25,40,OH,7.95
AVwdT8UH_7pvs4fz4i6K,146 S Water St,"Restaurant,Pizza Place,Restaurants",Accommodation & Food Services,Kent,US,us/oh/kent/146swaterst/-321038080,41.153,-81.3584,http://www.citysearch.com/profile/menu/43745063?singlePlatformId=guys-pizza,16.99,16.99,,Chicago Deep Dish Pizza,Guys Pizza,44240,0,25,OH,16.99
AVzoE3Qr3D1zeR_xCYeq,1211 Orange Rd,"Pizza,Restaurant,Pizza-Wholesale and Manufacturers,Pizza Place,Restaurants","Wholesale Trade,Accommodation & Food Services,Manufacturing",Ashland,US,us/oh/ashland/1211orangerd/227087806,40.8786,-82.3124,,9.0,9.0,,Specialty Pizza,Dor Lo Pizza,44805,0,25,OH,9.0
AVwctXykIN2L1WUfoBOD,1112 Yadkinville Rd,"Pizza,Pizza Place",Accommodation & Food Services,Mocksville,US,us/nc/mocksville/1112yadkinvillerd/572757474,35.9121,-80.581,,20.99,20.99,,Add To Large Pizzas,Papa John's Pizza,27028,0,25,NC,20.99
AVwdlrS__7pvs4fz7XjX,1022 Boston Dr,"Pizza,Restaurant,Bar,Pizza Place,Pizza Place and Bar,Restaurants",Accommodation & Food Services,Burlington,US,us/nc/burlington/1022bostondr/348880352,36.0705,-79.5087,http://www.citysearch.com/profile/menu/667152040?singlePlatformId=brixx-wood-fired-pizza-12,4.95,4.95,,Cheese Pizza,Brixx Wood Fired Pizza,27215,25,40,NC,4.95
AV1teU-A3-Khe5l_OdvF,93 Margaret St,"Restaurant,Pizza Place,Restaurants",Accommodation & Food Services,Plattsburgh,US,us/ny/plattsburgh/93margaretst/-2068278442,44.6978,-73.4529,http://www.citysearch.com/profile/menu/7638305?singlePlatformId=pizza-bono,15.0,15.0,,Gluten Free Cheese Pizza,Pizza Bono,12901,0,25,NY,16.875
AVwc5162kufWRAb50QXo,19 Park Pl,"Pizza,Pizza Place,Restaurants",Accommodation & Food Services,Avon,US,us/ny/avon/19parkpl/-2067993997,42.9112,-77.7458,http://www.citysearch.com/profile/menu/7759742?singlePlatformId=pizza-land,8.0,8.0,,Veggie Pizza,Pizza Land,14414,0,25,NY,8.0
AVwdDfflkufWRAb510_7,600 Delaware St,"Pizza,Restaurant,Caterers,Pizza Place,Restaurants",Accommodation & Food Services,Tonawanda,US,us/ny/tonawanda/600delawarest/-1973664678,43.0031,-78.8751,,7.89,7.89,,Greek Pizza,Franco's Pizza,14150,0,25,NY,7.89
AVwctvUdkufWRAb5yPKx,1425 W Battlefield St,"Restaurant,Pizza Place,Restaurants",Accommodation & Food Services,Springfield,US,us/mo/springfield/1425wbattlefieldst/-66711967,37.1605,-93.3116,http://www.citysearch.com/profile/menu/5931312?singlePlatformId=pizza-inn-159,27.55,27.55,"The perfect blending of pepperoni, linguica, steak, canadian style bacon, italian sausage and topped with more cheese.",Ultimate Meat Pizza,Pizza Inn,65807,0,25,MO,27.55
AVwd0dGFIN2L1WUfzf-5,100 Welsh Rd,"Restaurant,Pizza Place,Restaurants",Accommodation & Food Services,Horsham,US,us/pa/horsham/100welshrd/981689291,40.1573,-75.1435,http://www.citysearch.com/profile/menu/653160540?singlePlatformId=anthonys-coal-fired-pizza-24,19.75,19.75,,White Pizza,Anthony's Coal Fired Pizza,19044,25,40,PA,19.75
AV12n-xPRxPSIh2Rczuh,3236 N Rock Rd Ste 120,"Pizza,Carry-out food,Pizza Place,Restaurants",Accommodation & Food Services,Wichita,US,us/ks/wichita/3236nrockrdste120/572757474,37.741,-97.244,http://www.citysearch.com/profile/menu/611820610?singlePlatformId=papa-johns-pizza-3527,12.0,12.0,,Any Large Pizza,Papa John's Pizza,67226,0,25,KS,12.0
AVwcqDg0_7pvs4fzxiIP,2720 Council Tree Ave,"Pizza,Pizza Place,Restaurants",Accommodation & Food Services,Fort Collins,US,us/co/fortcollins/2720counciltreeave/58743497,40.5257,-105.0256,,8.99,8.99,,"12"" Cheese Pizza",Pablo's Pizza,80525,0,25,CO,6.12
AVwdU_ngByjofQCxn8n4,2037 SW Morrison St,"Pizza,Restaurant,American restaurants,Pizza Place,Restaurants",Accommodation & Food Services,Portland,US,us/or/portland/2037swmorrisonst/-748606416,45.5231,-122.693,http://www.citysearch.com/profile/menu/42898859?singlePlatformId=eat-pizza,15.99,15.99,,"Pizza Alla Casalinga ""Grandma Pizza""",Eat Pizza,97205,0,25,OR,15.99
AVwcq3DvByjofQCxg4Dg,1935 SE Hawthorne Blvd,"Pizza,Restaurant,Caterers,Pizza Place,Restaurants",Accommodation & Food Services,Portland,US,us/or/portland/1935sehawthorneblvd/1286980176,45.5123,-122.6462,http://www.yellowpages.com/portland-or/mip/blackbird-pizza-505024675/menu?lid=505024675,19.0,19.0,,Everything Bagel Pizza,Black Bird Pizza,97214,0,25,OR,19.0
AVzX6QKaLD2H7whiWwpg,2295 NW Allie Ave,"Pizza,Restaurant,Caterers,Pizza Place,Restaurants",Accommodation & Food Services,Hillsboro,US,us/or/hillsboro/2295nwallieave/-841089144,45.5369,-122.8769,,5.0,5.0,,Cheese Pizza,The Rock Wood Fired Kitchen,97124,25,40,OR,5.0
AVwdO01CkufWRAb53sqC,2300 Paseo Verde Pkwy,"Restaurant,Pizza Place",Accommodation & Food Services,Henderson,US,us/nv/henderson/2300paseoverdepkwy/-2067802131,36.019961,-115.089392,,28.0,28.0,Serves up to 5,Cheese Sicilian Pizza,Pizza Rock,89052,0,25,NV,22.5
AVwdd6bTIN2L1WUfwHTX,3306 W Touhy Ave,"Restaurant,Pizza Place",Accommodation & Food Services,Skokie,US,us/il/skokie/3306wtouhyave/-1812754166,42.012876,-87.71204,,11.49,11.49,,BYO Pizza Side Salad and Drink,Pie Five Pizza Co,60076,0,25,IL,11.49
AWEM9BE2RxPSIh2RrlEQ,1450 Clay Terrace Blvd.,Pizza Place,Accommodation & Food Services,Carmel,US,us/in/carmel/1450clayterraceblvd./1621880508,39.998894,-86.130104,,6.25,6.25,,White Pizza .,Bella Pizzeria,46032,0,25,IN,6.25
AVweGzrrkufWRAb5ADSu,2002 N Interstate 35E,"Restaurant,Pizza Place",Accommodation & Food Services,Carrollton,US,us/tx/carrollton/2002ninterstate35e/-1938276171,32.969013,-96.918969,,14.95,14.95,,Feta Cheese Pizza,Brothers Pizza,75006,0,25,TX,15.475
AVwdnUavIN2L1WUfxjvV,2898 Westington Rd,Pizza Place,Accommodation & Food Services,Horseheads,US,us/ny/horseheads/2898westingtonrd/-1323319542,42.176444,-76.836292,,16.25,16.25,Sheet style (thick),Sheet Pizza,Picnic Pizza,14845,0,25,NY,16.25
AWEHunVTa4HuVbedLU03,843 West Market St.,Pizza Place,Accommodation & Food Services,Akron,US,us/oh/akron/843westmarketst./1425845217,41.097024,-81.543924,,20.0,20.0,,Three Large Pizza,Georgios Pizza,44303,0,25,OH,15.5
AVwdpUts_7pvs4fz77s3,2820 Pacific Ave,Pizza Place,Accommodation & Food Services,Virginia Beach,US,us/va/virginiabeach/2820pacificave/746005421,36.85689,-75.979065,,14.99,14.99,,"Buy Pizza, Get Garlic Knots Free",Chichos,23451,0,25,VA,14.99
AVwcw3al_7pvs4fzytCI,3150 N Aurora Rd,Pizza Place,Accommodation & Food Services,Aurora,US,us/il/aurora/3150naurorard/-459577414,41.782082,-88.238535,,13.49,13.49,,Chicago Style Stuffed Pizza with Cheese,Amatos Pizza More,60502,0,25,IL,17.29
AVwcoiWWIN2L1WUfnLKC,105 W Carson St,Pizza Place,Accommodation & Food Services,Carson,US,us/ca/carson/105wcarsonst/572757474,33.832072,-118.278728,,12.0,12.0,"With up to 5 toppings, including specialties",Any Large Pizza,Papa Johns Pizza,90745,0,25,CA,20.99
AVwdigeRkufWRAb564uK,1791 Columbia Ave W,"Pizza,Restaurant,Pizza Place and Sandwich Place,wich Place,Pizza Place,Sandwich Place,Restaurants",Accommodation & Food Services,Battle Creek,US,us/mi/battlecreek/1791columbiaavew/383087624,42.2968,-85.234726,,5.05,5.05,,Pizza,Mancinos Pizza Grinders,49015,0,25,MI,5.05
AVzA1ZcaFcQ3k02bBXT0,615 S Rengstorff Ave,Pizza Place,Accommodation & Food Services,Mountain View,US,us/ca/mountainview/615srengstorffave/-2022432848,37.396412,-122.100992,,6.74,6.74,,Pizza Sub Sandwiches,Maldonados Pizzeria,94040,25,40,CA,6.74
AVzA-fYqFcQ3k02bBacJ,8283 W Broward Blvd,"Italian Restaurant,Pizza Place",Accommodation & Food Services,Fort Lauderdale,US,us/fl/fortlauderdale/8283wbrowardblvd/956985025,26.121225,-80.260242,,14.45,6.45,,Pizza Bianca,Jacaranda Pizza,33324,25,40,FL,14.45
AVyir-vdKV4T4IkwNaVI,12924 Washington Blvd,Pizza Place,Accommodation & Food Services,Los Angeles,US,us/ca/losangeles/12924washingtonblvd/279463127,33.994877,-118.438688,,11.5,11.5,,Sprouts N' Bacon Pizza,Pitfire Pizza,90066,25,40,CA,11.5
AVz7XQAB3D1zeR_xDIXX,985 Kendall Dr,Pizza Place,Accommodation & Food Services,San Bernardino,US,us/ca/sanbernardino/985kendalldr/410852965,34.163496,-117.306169,,17.71,17.71,,1 Medium 2 Topping Pizza & Pitcher of Beverage,Jerseys Pizza,92407,0,25,CA,11.31
AVwcmx0Y_7pvs4fzw-Tv,790 E 14th Ave,"Pizza,Restaurant,Italian restaurants,Pizza Place,Restaurants",Accommodation & Food Services,Eugene,US,us/or/eugene/790e14thave/895933286,44.044263,-123.080845,,22.95,22.95,Garlic and olive oil base topped with fresh spinachampcomma mozzarellaampcomma Italian sausageampcomma roasted red pepperampcomma Gorgonzolaampcomma fresh basil and Parmesan 12 slices and serves three to four people,Large 16ampquot Little Italy Pizza,Pegasus Pizza,97401,25,40,OR,22.95
AVwcpk3nkufWRAb5xhdF,517 Warren St,"American Restaurant,Pizza Place and American Restaurant,Pizza Place",Accommodation & Food Services,Hudson,US,us/ny/hudson/517warrenst/-136028699,42.24917,-73.786089,,8.95,8.95,"Crafted from the freshest ingredients our daily pasta special is unique and delicious. Ingredients include local farm produce, cheeses, and seasonally harvested crops.",Daily Pasta Pizza,Baba Louies Pizza,12534,25,40,NY,8.95
AVwckJPfByjofQCxfrVP,725 W 1700 S,"Pizza,Pasta,Pizza Place,Restaurants,Sandwich Shops",Accommodation & Food Services,Syracuse,US,us/ut/syracuse/725w1700s/-1637897342,41.088884,-112.039736,http://www.citysearch.com/profile/menu/616351960?singlePlatformId=pizza-factory-205,2.25,2.25,,Pizza Bread,the pizza factory,84075,0,25,UT,2.25
AVzBGGr6-gnIPe8DSjqN,131 Breckenridge Ln,"Bar,Pizza Place,Pub",Accommodation & Food Services,Louisville,US,us/ky/louisville/131breckenridgeln/1808509217,38.252023,-85.654421,,20.0,11.0,,Chicken Ranch Pizza,Saints Bar,40207,25,40,KY,20.0
AVzBBWvyFcQ3k02bBcE1,731 Lincoln Rd,"Pizza,Italian Restaurant,Restaurant,Italian,Pizza Place",Accommodation & Food Services,Miami Beach,US,us/fl/miamibeach/731lincolnrd/109654431,25.790641,-80.136136,http://spris.cc/menu/,13.0,13.0,Fetaampcomma cherry tomatoesampcomma arugulaampcomma olives,Pizza Greca,Spris,33139,25,40,FL,13.0
AVwc76mu_7pvs4fz0izs,4010 NE Fremont St,Pizza Place,Accommodation & Food Services,Portland,US,us/or/portland/4010nefremontst/1112396794,45.548224,-122.621543,http://www.yellowpages.com/portland-or/mip/papa-murphys-take-n-bake-pizza-2681308/menu,15.5,15.5,,Medium Chicken Garlic Gluten Free Crust Pizza,Papa Murphys,97212,0,25,OR,15.5
AVwdbtXIIN2L1WUfvxId,80 Henry St,"Restaurant,Pizza Place",Accommodation & Food Services,Brooklyn,US,us/ny/brooklyn/80henryst/-1659769603,40.698355,-73.992522,,18.0,18.0,,White Ricotta Pizza,Fascati Pizza,11201,0,25,NY,19.0
AVwcsqn_kufWRAb5yDli,811 Lexington Ave,"Pizza,Restaurant,Pizza Restaurants,Italian,Wings,Breakfast & Brunch,Pizza Place",Accommodation & Food Services,New York,US,us/ny/newyork/811lexingtonave/-1830416301,40.764347,-73.96657,http://www.menupages.com/restaurants/famous-original-rays-pizza-7/menu,2.9,2.9,,Cheese Pizza Slice,Famous Original Rays Pizza,10065,0,25,NY,15.95
AVwdFyLmkufWRAb52Mu3,808 Divisadero St,"Pizza,Restaurant,American restaurants,Pizza Place,Restaurants",Accommodation & Food Services,San Francisco,US,us/ca/sanfrancisco/808divisaderost/-1230196765,37.777128,-122.438272,http://www.singlepage.com/stella-doro-pizza,18.7,11.5,,Margherita Pizza,Stelladoro Pizza,94117,0,25,CA,18.7
AVwdLNHekufWRAb53Elv,181 7th Ave,"Pizza Place Central Slope,Pizza Place",Accommodation & Food Services,Brooklyn,US,us/ny/brooklyn/1817thave/860797340,40.671422,-73.977831,,13.25,13.25,,Chicken Pizzaiola,Pinos La Forchetta,11215,0,25,NY,19.0
AVwdalfokufWRAb55qYh,800 Nicollet Mall,"Pizza,Pizza Place Downtown West,Pizza Place,Bakeries,Restaurants",Accommodation & Food Services,Minneapolis,US,us/mn/minneapolis/800nicolletmall/-1208785553,44.975731,-93.273408,http://www.yellowpages.com/minneapolis-mn/mip/mamas-bakery-pizza-salad-bar-451338699/menu,19.75,19.75,,Gyro Pizza,Mamas Bakery Pizza Salad Bar,55402,0,25,MN,13.370000000000001
AVzBAGeZLD2H7whiWJNZ,2 E 33rd St,"Pizza,Restaurant,Italian,Pizza Place",Accommodation & Food Services,New York,US,us/ny/newyork/2e33rdst/1358805307,40.747689,-73.984883,http://www.menupages.com/restaurants/little-italy-pizza/menu,23.0,23.0,,Baked Ziti Pizza,Little Italy Pizza,10016,0,25,NY,25.0
AVzA5GDv-gnIPe8DSeK-,165 Bleecker St,"Restaurant,Pizza Place",Accommodation & Food Services,New York,US,us/ny/newyork/165bleeckerst/-1163966476,40.728772,-74.000196,,25.0,25.0,,Large White Pizza with BBQ Chicken,Fiores Pizza,10012,0,25,NY,25.0
AVwcvN-z_7pvs4fzya-k,1975 Magwood Dr,Pizza Place,Accommodation & Food Services,Charleston,US,us/sc/charleston/1975magwooddr/1520848981,32.813331,-80.041824,,6.0,6.0,,Ny Cheese Pizza,Baronis New York Pizza,29414,0,25,SC,10.0
AVzotGmh3D1zeR_xCiQh,1336 Bristol Pike Ste A5,Pizza Place,Accommodation & Food Services,Bensalem,US,us/pa/bensalem/1336bristolpikestea5/711481332,40.07436,-74.967444,,3.95,3.95,,Pizza Bread,Champs Pizza,19020,0,25,PA,5.45
AVwdQK60_7pvs4fz36HD,426 Quincy St,"Pizza Place,Restaurants",Accommodation & Food Services,Hancock,US,us/mi/hancock/426quincyst/1634986098,47.126433,-88.586363,,21.99,13.99,,Mexican Pizza,Studio Pizza,49930,0,25,MI,19.99
AVwdj0VI_7pvs4fz7FfY,2561 53rd Ave,"Pizza,Restaurant,Gastropub,Pizza Place,Restaurants",Accommodation & Food Services,Bettendorf,US,us/ia/bettendorf/256153rdave/51548538,41.574694,-90.496681,,17.0,17.0,"Roasted Poblanos, Bacon, Scallions and Cheddar",Mac N Cheese Pizza,Crust Stone Oven Pizza,52722,50,55,IA,19.5
AVwcsydQIN2L1WUfn7Ch,1346 Tampa Rd,Pizza Place,Accommodation & Food Services,Palm Harbor,US,us/fl/palmharbor/1346tampard/2005571614,28.06737,-82.76313,,4.99,4.99,,Pizza Burger,Westshore,34683,0,25,FL,4.99
AVwdY89-ByjofQCxom_a,1603 E Oakton St,Pizza Place,Accommodation & Food Services,Des Plaines,US,us/il/desplaines/1603eoaktonst/1625198374,42.024142,-87.884326,,2.0,2.0,,Gigio's Thick Dough Pizza,Gigios Pizzeria,60018,0,25,IL,2.0
AVz7oQ4qLD2H7whiYQEa,1800 Western Ave,"Restaurant,Pizza Place",Accommodation & Food Services,Guilderland,US,us/ny/guilderland/1800westernave/-1726652000,42.689863,-73.865641,,6.0,6.0,,All Other One Topping Pizzas,Little Caesars,12084,0,25,NY,6.0
AVwctEyCByjofQCxhQtr,485 Baltimore Pike,Pizza Place,Accommodation & Food Services,Glen Mills,US,us/pa/glenmills/485baltimorepike/-1938276171,39.892247,-75.505187,,17.5,17.5,,Steak Pizza Special,Brothers Pizza,19342,0,25,PA,17.5
AVwc3dYmByjofQCxjDNa,1600 E Woodlawn Rd,"Pizza Place Madison Park,Pizza Place",Accommodation & Food Services,Charlotte,US,us/nc/charlotte/1600ewoodlawnrd/397379802,35.171735,-80.849272,,17.95,9.95,,Pizza Bianca,Librettos Pizzeria,28209,0,25,NC,17.95
AVzoOyREFcQ3k02bC6zM,3005 National Parks Hwy,"Restaurant,Pizza Place,Restaurants",Accommodation & Food Services,Carlsbad,US,us/nm/carlsbad/3005nationalparkshwy/-66711967,32.3888,-104.2206,http://www.citysearch.com/profile/menu/6988306?singlePlatformId=pizza-inn-216,13.99,13.99,specialty pizzas include our oneofakind everything monsterampcomma veggie maxampcomma meaty maxampcomma bacon cheeseburgerampcomma taco pizzaampcomma spinach alfredo and chicken fajita,Specialty Pizza,Pizza Inn,88220,0,25,NM,13.99
AVzA9A8bFcQ3k02bBZMG,1135 East Grand River,"Greek Restaurant,Pizza Place",Accommodation & Food Services,East Lansing,US,us/mi/eastlansing/1135eastgrandriver/723023192,42.731339,-84.46811,,12.99,12.99,,Stuffed Pizza,Bells Greek Pizza,48823,0,25,MI,11.99
AVwdVNVoByjofQCxn-xw,338 McGuinness Blvd,"Pizza Place Greenpoint,Pizza Place",Accommodation & Food Services,Brooklyn,US,us/ny/brooklyn/338mcguinnessblvd/1471408127,40.734057,-73.952082,,18.0,11.0,,Cheese Pizza,Casanova Family Italian Restaurant Pizzeria,11222,0,25,NY,19.0
AWBf79bTa4HuVbedJ1V_,1520 Elm St,"Italian Restaurant,Pizza Place",Accommodation & Food Services,Dallas,US,us/tx/dallas/1520elmst/-1583649227,32.781522,-96.798556,,11.95,11.95,,Veggie Pizza,Campisis Restaurant Downtown Dallas,75201,25,40,TX,11.95
AVwdPb_QIN2L1WUftt0u,584 Marschall Rd,"Pizza,Pizza Place",Accommodation & Food Services,Shakopee,US,us/mn/shakopee/584marschallrd/2099861609,44.794687,-93.508539,http://www.yellowpages.com/shakopee-mn/mip/pizza-n-pasta-shakopee-798701/menu,3.95,3.95,,Pizza,Pizza N Pasta Shakopee,55379,0,25,MN,3.95
AVzA18zv3D1zeR_xBAWS,726 W 181st St,"Pizza,Pizza Restaurants,Pizza Place",Accommodation & Food Services,New York,US,us/ny/newyork/726w181stst/1041048724,40.850546,-73.937013,http://www.menupages.com/restaurants/georges/menu,16.0,16.0,,Stuffed Pizza,Georges Pizza,10033,0,25,NY,15.0
AVwclUx5_7pvs4fzwtjm,934 E Passyunk Ave,"Pizza Place,Pizza Place Bella Vista - Southwark",Accommodation & Food Services,Philadelphia,US,us/pa/philadelphia/934epassyunkave/2102748665,39.937084,-75.154864,,6.3,6.3,,Pizza Steak,Napoli Pizza,19147,0,25,PA,6.3
AVwc5Xql_7pvs4fz0Hwg,14550 S Robert Trl,Pizza Place,Accommodation & Food Services,Rosemount,US,us/mn/rosemount/14550sroberttrl/1921089872,44.738678,-93.125876,,5.0,5.0,,Kids Pizza Buffet,Carbones Pizza Pub,55068,0,25,MN,12.245
AVwdQho1IN2L1WUft6Jx,17805 Cottonwood Dr,"wholesale,Pizza Place","Wholesale Trade,Accommodation & Food Services",Parker,US,us/co/parker/17805cottonwooddr/-1477407491,39.558578,-104.782375,,18.99,16.99,"Garlic butter, bacon, ham or sausage, eggs, onions, green peppers, mushrooms",Breakfast Pizza,Tontis Pizza,80134,0,25,CO,18.89
AWEXJZGwIxWefVJwxl1f,2401 15th St,Pizza Place,Accommodation & Food Services,Denver,US,us/co/denver/240115thst/658733715,39.756797,-105.008937,,8.0,8.0,,Pizza Margherita,Protos PizzaDenver,80202,25,40,CO,8.0
AVzA1sSILD2H7whiWFgX,493 Amsterdam Ave,Pizza Place,Accommodation & Food Services,New York,US,us/ny/newyork/493amsterdamave/1137880540,40.786215,-73.976107,,19.0,19.0,,Pesto Pizza,Caesars Palace Pizzeria,10024,0,25,NY,19.0
AVwc1nG0_7pvs4fzzfef,118 NW Greenwood Ave,"Pizza Place,Restaurants",Accommodation & Food Services,Bend,US,us/or/bend/118nwgreenwoodave/5394931,44.0601,-121.3092,http://www.citysearch.com/profile/menu/36052374?singlePlatformId=old-town-pizza-13,10.0,10.0,,Veggi Pizza,Olde Towne Pizza,97701,0,25,OR,10.0
AV0wESC_FcQ3k02bFGVO,621 Highway 71 N,"Restaurant,Pizza Place,Restaurants",Accommodation & Food Services,Alma,US,us/ar/alma/621highway71n/447756399,35.4931,-94.2266,http://www.citysearch.com/profile/menu/36524469?singlePlatformId=mazzios-pizza-21,0.0,0.0,serves 23ampcomma sauce choices  southwestern ranchampcomma picanteampcomma four cheeses and two topping choices baked between two golden crusts,Quesapizza,Mazzio's Pizza,72921,0,25,AR,0.0
AWEHrUDTa4HuVbedLTBz,110 Lameuse St,"Pizza Place,Dessert Shop",Retail,Biloxi,US,us/ms/biloxi/110lameusest/-2006330392,30.3938,-88.8867,,13.0,13.0,,"14"" Pizza",Sal & Mookie's New York Style Pizza & Ice Cream Joint,39530,25,40,MS,8.0
AVzA1Wg13D1zeR_xA_0G,388 3rd Ave,"Pizza Place,Restaurants",Accommodation & Food Services,New York,US,us/ny/newyork/3883rdave/-1033970973,40.7419,-73.9812,http://www.citysearch.com/profile/menu/7121778?singlePlatformId=pastafina-restaurant,8.95,8.95,,Primavera Pizza,Pastafina Pizza,10016,0,25,NY,8.95
AVwdozq7ByjofQCxrFbX,6900 Silver Star Rd,"Pizza,Restaurant,Chain Restaurant,Pizza Place",Accommodation & Food Services,Orlando,US,us/fl/orlando/6900silverstarrd/-874863116,28.572609,-81.517117,http://www.singlepage.com/hungry-howies-pizza-200,5.0,5.0,2nd pizza of equal or lesser value,Each 2nd Pizza,Hungry Howies Pizza,32818,0,25,FL,8.995000000000001
AVwciqTJIN2L1WUfmGUV,5132 6th Ave,"Restaurant,Pizza Place",Accommodation & Food Services,Tacoma,US,us/wa/tacoma/51326thave/1770159848,47.255501,-122.506463,,7.99,7.99,carry out plus taxes,Large 3 Topping Pizza,Little Caesars Pizza,98406,0,25,WA,7.99
AVwd1f2FkufWRAb59rNH,10050 Edison Square Dr NW,Pizza Place,Accommodation & Food Services,Concord,US,us/nc/concord/10050edisonsquaredrnw/572757474,35.43066,-80.676979,,20.99,20.99,,Add to Large Pizzas,Papa Johns Pizza,28027,0,25,NC,16.494999999999997
